"file","mean.dens.ml","date","species","temperature","replicate","sample_ID","magnification","biomass","day","log_biomass"
"20260128_063",294.02736,"2026-01-28","C","T24",3,"T24_C_3",2.5,0.00030216994552073,3,-3.51974873372167
"20260128_064",6339.42672,"2026-01-28","D","T24",2,"T24_D_2",2.5,0.00038651992774526,3,-3.41282811031823
"20260128_065",5378.60928,"2026-01-28","L","T24",3,"T24_L_3",2.5,0.00019578114712496,3,-3.70822913119379
"20260128_066",6713.62472,"2026-01-28","D","T24",3,"T24_D_3",2.5,0.00045096329913648,3,-3.34585880098473
"20260128_067",2559.51432,"2026-01-28","T","T24",3,"T24_T_3",2.5,0.00011768483389214,3,-3.92927950131412
"20260128_068",6848.13096,"2026-01-28","D","T24",1,"T24_D_1",2.5,0.00052394868578691,3,-3.28071124464002
"20260128_069",5635.72944,"2026-01-28","L","T24",2,"T24_L_2",2.5,0.00022737925936366,3,-3.64324915246586
"20260128_070",1123.6192,"2026-01-28","P","T24",3,"T24_P_3",2.5,0.00065824900304902,3,-3.18160978998207
"20260128_071",25.63,"2026-01-28","S","T24",1,"T24_S_1",2.5,3.98660863698297e-07,3,-6.39939639667802
"20260128_072",383.62984,"2026-01-28","C","T24",2,"T24_C_2",2.5,0.0003448870125852,3,-3.46232315955775
"20260128_073",25.63,"2026-01-28","C","T27",1,"T27_C_1",2.5,1.31927983041561e-05,3,-4.87966307714824
"20260128_074",7058.502,"2026-01-28","D","T27",3,"T27_D_3",2.5,0.00049102594634858,3,-3.30889555867481
"20260128_076",6445.84248,"2026-01-28","L","T27",2,"T27_L_2",2.5,0.00023946610560748,3,-3.62075594859324
"20260128_078",7470.22232,"2026-01-28","D","T27",2,"T27_D_2",2.5,0.00046777920415198,3,-3.32995908933061
"20260128_079",7993.07432,"2026-01-28","T","T27",2,"T27_T_2",2.5,0.00025084872970382,3,-3.60058809389482
"20260128_080",1251.15408,"2026-01-28","P","T27",3,"T27_P_3",2.5,0.00059454998583593,3,-3.22581162689872
"20260128_081",73.40432,"2026-01-28","C","T27",3,"T27_C_3",2.5,2.96140195265509e-05,3,-4.5285026415899
"20260128_083",1096.75896,"2026-01-28","P","T27",2,"T27_P_2",2.5,0.00061134673911222,3,-3.21371239995279
"20260128_084",50.02976,"2026-01-28","C","T27",2,"T27_C_2",2.5,2.61164735274301e-05,3,-4.58308546564249
"20260128_085",6562.92032,"2026-01-28","T","T27",1,"T27_T_1",2.5,0.0002138165472418,3,-3.66995868781891
"20260128_086",6136.8472,"2026-01-28","D","T27",1,"T27_D_1",2.5,0.00041214533596847,3,-3.38494961047421
"20260128_087",6192.208,"2026-01-28","L","T27",3,"T27_L_3",2.5,0.00022433010179657,3,-3.64911244658198
"20260128_088",5894.9,"2026-01-28","L","T27",1,"T27_L_1",2.5,0.00020027431072369,3,-3.69837475428332
"20260128_089",859.32264,"2026-01-28","P","T27",1,"T27_P_1",2.5,0.00044638063150659,3,-3.35029465773602
"20260128_090",7748.4616,"2026-01-28","T","T27",3,"T27_T_3",2.5,0.00025135690928053,3,-3.59970917241654
"20260128_001",5,"2026-01-28","S","T15",3,"T15_S_3",2.5,0,3,-Inf
"20260128_019",5,"2026-01-28","S","T18",2,"T18_S_2",2.5,0,3,-Inf
"20260128_020",5,"2026-01-28","S","T18",1,"T18_S_1",2.5,0,3,-Inf
"20260128_024",5,"2026-01-28","S","T18",3,"T18_S_3",2.5,0,3,-Inf
"20260128_037",5,"2026-01-28","S","T21",2,"T21_S_2",2.5,0,3,-Inf
"20260128_075",5,"2026-01-28","S","T27",2,"T27_S_2",2.5,0,3,-Inf
"20260128_077",5,"2026-01-28","S","T27",1,"T27_S_1",2.5,0,3,-Inf
"20260128_082",5,"2026-01-28","S","T27",3,"T27_S_3",2.5,0,3,-Inf
"20260129_002",6831.31768,"2026-01-29","D","T15",3,"T15_D_3",2.5,0.00016221303180003,4,-3.78991425856201
"20260129_004",296.07776,"2026-01-29","P","T15",2,"T15_P_2",2.5,9.50461794839545e-05,4,-4.02206533553061
"20260129_005",5961.33296,"2026-01-29","D","T15",1,"T15_D_1",2.5,0.00016100823586696,4,-3.79315190843962
"20260129_006",4126.63504,"2026-01-29","T","T15",1,"T15_T_1",2.5,9.90343430564251e-05,4,-4.00421417496314
"20260129_007",287.26104,"2026-01-29","C","T15",2,"T15_C_2",2.5,5.79128428732861e-05,4,-4.23722511553845
"20260129_008",321.70776,"2026-01-29","C","T15",1,"T15_C_1",2.5,7.53616323307812e-05,4,-4.12284970330736
"20260129_009",275.7788,"2026-01-29","P","T15",1,"T15_P_1",2.5,9.36601266427232e-05,4,-4.02844525932141
"20260129_010",7512.6656,"2026-01-29","L","T15",3,"T15_L_3",2.5,8.77518860791466e-05,4,-4.05674354033265
"20260129_011",4832.38272,"2026-01-29","L","T15",1,"T15_L_1",2.5,5.55843724844447e-05,4,-4.25504729290994
"20260129_012",394.702,"2026-01-29","C","T15",3,"T15_C_3",2.5,9.31685644434704e-05,4,-4.03073059614016
"20260129_013",198.06864,"2026-01-29","P","T15",3,"T15_P_3",2.5,8.60196382617804e-05,4,-4.06540238811584
"20260129_014",3694.41072,"2026-01-29","T","T15",2,"T15_T_2",2.5,7.64836575928768e-05,4,-4.11643135145344
"20260129_015",25.63,"2026-01-29","S","T15",2,"T15_S_2",2.5,2.93200646969686e-08,4,-7.53283507572581
"20260129_016",5738.45448,"2026-01-29","T","T15",3,"T15_T_3",2.5,0.0001058281530215,4,-3.9753987833837
"20260129_017",5976.50592,"2026-01-29","D","T15",2,"T15_D_2",2.5,0.00013392256139661,4,-3.87314625297555
"20260129_018",7871.89568,"2026-01-29","L","T15",2,"T15_L_2",2.5,0.00010498451700656,4,-3.97887474544841
"20260129_021",8105.43624,"2026-01-29","D","T18",2,"T18_D_2",2.5,0.00013909500507932,4,-3.85668846530226
"20260129_022",262.04112,"2026-01-29","P","T18",2,"T18_P_2",2.5,6.02909190586035e-05,4,-4.21974809581556
"20260129_023",6855.92248,"2026-01-29","L","T18",2,"T18_L_2",2.5,7.97648654556364e-05,4,-4.09818836302027
"20260129_025",4400.56848,"2026-01-29","T","T18",3,"T18_T_3",2.5,6.91795830011931e-05,4,-4.16002206014222
"20260129_026",182.4856,"2026-01-29","C","T18",3,"T18_C_3",2.5,3.42351009159603e-05,4,-4.4655283876103
"20260129_027",603.22768,"2026-01-29","P","T18",1,"T18_P_1",2.5,0.00012762092389621,4,-3.89407811567998
"20260129_028",6869.66016,"2026-01-29","L","T18",1,"T18_L_1",2.5,8.14734931239493e-05,4,-4.08898366319182
"20260129_029",446.37208,"2026-01-29","C","T18",2,"T18_C_2",2.5,9.30517473815843e-05,4,-4.03127546701409
"20260129_030",5486.8704,"2026-01-29","D","T18",3,"T18_D_3",2.5,8.75936002576179e-05,4,-4.05752762299097
"20260129_031",471.79704,"2026-01-29","C","T18",1,"T18_C_1",2.5,9.15448542588267e-05,4,-4.03836606239236
"20260129_032",3934.7176,"2026-01-29","L","T18",3,"T18_L_3",2.5,4.52265144560704e-05,4,-4.34460688142996
"20260129_033",589.49,"2026-01-29","P","T18",3,"T18_P_3",2.5,0.0001250494598996,4,-3.90291817968822
"20260129_034",5468.00672,"2026-01-29","D","T18",1,"T18_D_1",2.5,9.17509083096191e-05,4,-4.03738962765459
"20260129_035",5154.29552,"2026-01-29","T","T18",2,"T18_T_2",2.5,7.06199283273112e-05,4,-4.15107272754139
"20260129_036",5247.9988,"2026-01-29","T","T18",1,"T18_T_1",2.5,6.96837667515671e-05,4,-4.15686838160536
"20260129_038",2783.21296,"2026-01-29","T","T21",3,"T21_T_3",2.5,3.66018509129279e-05,4,-4.43649695228466
"20260129_039",717.64,"2026-01-29","P","T21",2,"T21_P_2",2.5,0.00013860811395279,4,-3.85821134590184
"20260129_040",4568.2912,"2026-01-29","L","T21",2,"T21_L_2",2.5,5.10735096765611e-05,4,-4.29180429721023
"20260129_041",559.14408,"2026-01-29","C","T21",2,"T21_C_2",2.5,0.00012560018413439,4,-3.90100972390702
"20260129_042",2812.1236,"2026-01-29","T","T21",2,"T21_T_2",2.5,3.62554260303536e-05,4,-4.44062698719797
"20260129_043",326.0136,"2026-01-29","C","T21",1,"T21_C_1",2.5,7.6390680175733e-05,4,-4.11695962303617
"20260129_045",7989.99872,"2026-01-29","L","T21",3,"T21_L_3",2.5,8.56379058618706e-05,4,-4.06733396122526
"20260129_046",2660.394,"2026-01-29","T","T21",1,"T21_T_1",2.5,3.60374234304172e-05,4,-4.44324626735872
"20260129_047",6830.9076,"2026-01-29","L","T21",1,"T21_L_1",2.5,8.55933588902093e-05,4,-4.06755993052406
"20260129_048",4028.21584,"2026-01-29","D","T21",1,"T21_D_1",2.5,8.15053657825869e-05,4,-4.08881379919794
"20260129_049",639.92984,"2026-01-29","P","T21",3,"T21_P_3",2.5,0.00013234060369186,4,-3.87830688858735
"20260129_050",341.80168,"2026-01-29","C","T21",3,"T21_C_3",2.5,7.49703630752299e-05,4,-4.12511038589676
"20260129_051",723.17608,"2026-01-29","P","T21",1,"T21_P_1",2.5,0.00013141280975801,4,-3.88136229888532
"20260129_053",7107.09648,"2026-01-29","D","T21",2,"T21_D_2",2.5,0.0001391577528821,4,-3.85649259285046
"20260129_054",4984.72744,"2026-01-29","D","T21",3,"T21_D_3",2.5,9.54725548345931e-05,4,-4.02012145560918
"20260129_055",5527.8784,"2026-01-29","L","T24",1,"T24_L_1",2.5,6.51629659527448e-05,4,-4.18599915659809
"20260129_056",3633.51384,"2026-01-29","T","T24",1,"T24_T_1",2.5,5.06273790233101e-05,4,-4.29561455543317
"20260129_057",291.1568,"2026-01-29","C","T24",1,"T24_C_1",2.5,6.51503782934373e-05,4,-4.18608305822806
"20260129_059",57.9279674796748,"2026-01-29","S","T24",2,"T24_S_2",2.5,3.2947251094181e-06,4,-5.48218081428484
"20260129_060",748.60104,"2026-01-29","P","T24",2,"T24_P_2",2.5,0.00012957094534341,4,-3.88749237262955
"20260129_061",4073.52968,"2026-01-29","T","T24",2,"T24_T_2",2.5,5.5501852642181e-05,4,-4.25569251996115
"20260129_062",975.58032,"2026-01-29","P","T24",1,"T24_P_1",2.5,0.00018080626890696,4,-3.74278651576054
"20260129_063",351.43856,"2026-01-29","C","T24",3,"T24_C_3",2.5,7.63711542507932e-05,4,-4.11707064555084
"20260129_064",5102.21536,"2026-01-29","D","T24",2,"T24_D_2",2.5,8.98636770425279e-05,4,-4.04641581491495
"20260129_065",7246.52368,"2026-01-29","L","T24",3,"T24_L_3",2.5,8.33125636421632e-05,4,-4.07928950148597
"20260129_066",4750.36672,"2026-01-29","D","T24",3,"T24_D_3",2.5,9.15708599657167e-05,4,-4.03824270722185
"20260129_067",2774.39624,"2026-01-29","T","T24",3,"T24_T_3",2.5,3.82028630269848e-05,4,-4.417904088653
"20260129_068",5923.19552,"2026-01-29","D","T24",1,"T24_D_1",2.5,0.00010580427331833,4,-3.97549679126973
"20260129_069",7624.20736,"2026-01-29","L","T24",2,"T24_L_2",2.5,8.9394760864128e-05,4,-4.04868793304382
"20260129_070",1291.34192,"2026-01-29","P","T24",3,"T24_P_3",2.5,0.00017839082444977,4,-3.74862748736636
"20260129_072",389.78104,"2026-01-29","C","T24",2,"T24_C_2",2.5,9.61915757572644e-05,4,-4.0168629608347
"20260129_073",25.63,"2026-01-29","C","T27",1,"T27_C_1",2.5,4.87245684034295e-06,4,-5.31225199912341
"20260129_074",5091.96336,"2026-01-29","D","T27",3,"T27_D_3",2.5,9.8100741049086e-05,4,-4.00832771196446
"20260129_076",4929.77672,"2026-01-29","L","T27",2,"T27_L_2",2.5,4.81267836435847e-05,4,-4.31761316164527
"20260129_078",4701.15712,"2026-01-29","D","T27",2,"T27_D_2",2.5,8.48430762960963e-05,4,-4.07138359293485
"20260129_079",7937.0984,"2026-01-29","T","T27",2,"T27_T_2",2.5,6.6514079846612e-05,4,-4.17708641255484
"20260129_080",1112.75208,"2026-01-29","P","T27",3,"T27_P_3",2.5,0.00016642021294047,4,-3.7787939266307
"20260129_081",54.74568,"2026-01-29","C","T27",3,"T27_C_3",2.5,6.82871175171599e-06,4,-5.16566121899652
"20260129_083",989.93312,"2026-01-29","P","T27",2,"T27_P_2",2.5,0.00016822805062321,4,-3.77410158752042
"20260129_084",25.63,"2026-01-29","C","T27",2,"T27_C_2",2.5,2.41667353459693e-06,4,-5.61678201392799
"20260129_085",9086.96272,"2026-01-29","T","T27",1,"T27_T_1",2.5,8.08637172559181e-05,4,-4.09224629829017
"20260129_086",5488.51072,"2026-01-29","D","T27",1,"T27_D_1",2.5,0.00010350029262565,4,-3.98505842232759
"20260129_087",6038.428,"2026-01-29","L","T27",3,"T27_L_3",2.5,6.37884197718903e-05,4,-4.19525815647705
"20260129_088",5495.68712,"2026-01-29","L","T27",1,"T27_L_1",2.5,5.25330725055314e-05,4,-4.27956719784194
"20260129_089",575.34224,"2026-01-29","P","T27",1,"T27_P_1",2.5,9.00499010191606e-05,4,-4.04551676021098
"20260129_090",4453.67384,"2026-01-29","T","T27",3,"T27_T_3",2.5,3.68907409113936e-05,4,-4.43308262234168
"20260129_001",5,"2026-01-29","S","T15",3,"T15_S_3",2.5,0,4,-Inf
"20260129_003",5,"2026-01-29","S","T15",1,"T15_S_1",2.5,0,4,-Inf
"20260129_019",5,"2026-01-29","S","T18",2,"T18_S_2",2.5,0,4,-Inf
"20260129_020",5,"2026-01-29","S","T18",1,"T18_S_1",2.5,0,4,-Inf
"20260129_024",5,"2026-01-29","S","T18",3,"T18_S_3",2.5,0,4,-Inf
"20260129_037",5,"2026-01-29","S","T21",2,"T21_S_2",2.5,0,4,-Inf
"20260129_044",5,"2026-01-29","S","T21",3,"T21_S_3",2.5,0,4,-Inf
"20260129_052",5,"2026-01-29","S","T21",1,"T21_S_1",2.5,0,4,-Inf
"20260129_058",5,"2026-01-29","S","T24",3,"T24_S_3",2.5,0,4,-Inf
"20260129_071",5,"2026-01-29","S","T24",1,"T24_S_1",2.5,0,4,-Inf
"20260129_075",5,"2026-01-29","S","T27",2,"T27_S_2",2.5,0,4,-Inf
"20260129_077",5,"2026-01-29","S","T27",1,"T27_S_1",2.5,0,4,-Inf
"20260129_082",5,"2026-01-29","S","T27",3,"T27_S_3",2.5,0,4,-Inf
"20260130_001",53.72048,"2026-01-30","S","T15",3,"T15_S_3",2.5,0.00010899758906365,5,-3.9625831081872
"20260130_002",5998.03512,"2026-01-30","D","T15",3,"T15_D_3",2.5,0.00010157413957014,5,-3.99321684787453
"20260130_004",151.11448,"2026-01-30","P","T15",2,"T15_P_2",2.5,3.35950325068983e-05,5,-4.47372493434624
"20260130_005",8504.44408,"2026-01-30","D","T15",1,"T15_D_1",2.5,0.00015997936910857,5,-3.79593602021915
"20260130_006",2643.17064,"2026-01-30","T","T15",1,"T15_T_1",2.5,4.94840283502573e-05,5,-4.30553495295812
"20260130_007",615.53008,"2026-01-30","C","T15",2,"T15_C_2",2.5,0.00013217847696531,5,-3.87883925662183
"20260130_008",454.77872,"2026-01-30","C","T15",1,"T15_C_1",2.5,8.40098645044037e-05,5,-4.07566971574409
"20260130_009",336.88072,"2026-01-30","P","T15",1,"T15_P_1",2.5,8.35748352813044e-05,5,-4.07792447069102
"20260130_010",6074.31,"2026-01-30","L","T15",3,"T15_L_3",2.5,6.99259618905676e-05,5,-4.15536155082855
"20260130_011",8754.1828,"2026-01-30","L","T15",1,"T15_L_1",2.5,9.94901342510684e-05,5,-4.00221998310104
"20260130_012",514.6504,"2026-01-30","C","T15",3,"T15_C_3",2.5,0.00010482048792305,5,-3.97955382305553
"20260130_013",315.96664,"2026-01-30","P","T15",3,"T15_P_3",2.5,7.50325289996425e-05,5,-4.1247504152441
"20260130_014",3856.59736,"2026-01-30","T","T15",2,"T15_T_2",2.5,6.25438819841143e-05,5,-4.20381516639405
"20260130_016",5312.99648,"2026-01-30","T","T15",3,"T15_T_3",2.5,9.61996290403468e-05,5,-4.01682660266116
"20260130_017",7256.16056,"2026-01-30","D","T15",2,"T15_D_2",2.5,0.00012534529944123,5,-3.90189194782473
"20260130_018",6123.5196,"2026-01-30","L","T15",2,"T15_L_2",2.5,7.10540163549984e-05,5,-4.14841136838374
"20260130_021",8528.43376,"2026-01-30","D","T18",2,"T18_D_2",2.5,0.00013946149476378,5,-3.85554568428969
"20260130_022",295.87272,"2026-01-30","P","T18",2,"T18_P_2",2.5,5.60039208031595e-05,5,-4.25178156721576
"20260130_023",6275.65928,"2026-01-30","L","T18",2,"T18_L_2",2.5,6.88412476886587e-05,5,-4.16215126705759
"20260130_025",5924.83584,"2026-01-30","T","T18",3,"T18_T_3",2.5,0.00010778601636719,5,-3.96743757874567
"20260130_026",370.71232,"2026-01-30","C","T18",3,"T18_C_3",2.5,4.0014641033012e-05,5,-4.39778107476106
"20260130_027",519.57136,"2026-01-30","P","T18",1,"T18_P_1",2.5,0.00010925065733585,5,-3.96157594130057
"20260130_028",6472.70272,"2026-01-30","L","T18",1,"T18_L_1",2.5,6.85218230648602e-05,5,-4.16417109088346
"20260130_029",337.49584,"2026-01-30","C","T18",2,"T18_C_2",2.5,6.4270626412518e-05,5,-4.19198746722552
"20260130_030",5134.2016,"2026-01-30","D","T18",3,"T18_D_3",2.5,7.78015304021963e-05,5,-4.10901186009653
"20260130_031",336.06056,"2026-01-30","C","T18",1,"T18_C_1",2.5,5.78574993061899e-05,5,-4.23764034118566
"20260130_032",5457.34464,"2026-01-30","L","T18",3,"T18_L_3",2.5,5.65324157474635e-05,5,-4.24770245583872
"20260130_033",483.48432,"2026-01-30","P","T18",3,"T18_P_3",2.5,0.00010412920015133,5,-3.98242746754668
"20260130_034",5935.70296,"2026-01-30","D","T18",1,"T18_D_1",2.5,9.2556275321179e-05,5,-4.03359413072016
"20260130_035",4628.16288,"2026-01-30","T","T18",2,"T18_T_2",2.5,6.93846917143093e-05,5,-4.15873633699981
"20260130_036",3119.6836,"2026-01-30","T","T18",1,"T18_T_1",2.5,4.83989661968177e-05,5,-4.31516391479799
"20260130_037",25.63,"2026-01-30","S","T21",2,"T21_S_2",2.5,0.00012106580700105,5,-3.91697849870343
"20260130_038",2961.8028,"2026-01-30","T","T21",3,"T21_T_3",2.5,4.71687149439245e-05,5,-4.3263459554347
"20260130_039",941.74872,"2026-01-30","P","T21",2,"T21_P_2",2.5,0.00019867040347892,5,-3.70186682621259
"20260130_040",4897.58544,"2026-01-30","L","T21",2,"T21_L_2",2.5,4.94440264078197e-05,5,-4.30588617029188
"20260130_041",625.372,"2026-01-30","C","T21",2,"T21_C_2",2.5,0.00011320718468738,5,-3.9461260097991
"20260130_042",2217.71264,"2026-01-30","T","T21",2,"T21_T_2",2.5,3.33239041701763e-05,5,-4.47724412310451
"20260130_043",630.29296,"2026-01-30","C","T21",1,"T21_C_1",2.5,0.000105451235831,5,-3.97694832620009
"20260130_044",28.3610655737705,"2026-01-30","S","T21",3,"T21_S_3",2.5,0.00029371899790722,5,-3.53206796216144
"20260130_045",5447.50272,"2026-01-30","L","T21",3,"T21_L_3",2.5,5.18220324971212e-05,5,-4.28548555767644
"20260130_046",3394.84728,"2026-01-30","T","T21",1,"T21_T_1",2.5,4.80863247293256e-05,5,-4.31797841508193
"20260130_047",6128.6456,"2026-01-30","L","T21",1,"T21_L_1",2.5,6.69408261184899e-05,5,-4.17430893230558
"20260130_048",5804.47736,"2026-01-30","D","T21",1,"T21_D_1",2.5,0.00010458070559444,5,-3.9805484323597
"20260130_049",848.04544,"2026-01-30","P","T21",3,"T21_P_3",2.5,0.00016214129237144,5,-3.79010636969577
"20260130_050",347.5428,"2026-01-30","C","T21",3,"T21_C_3",2.5,5.84026752431712e-05,5,-4.2335672587654
"20260130_051",766.8496,"2026-01-30","P","T21",1,"T21_P_1",2.5,0.00014203205642076,5,-3.84761362494477
"20260130_052",25.63,"2026-01-30","S","T21",1,"T21_S_1",2.5,0.00025853675216601,5,-3.5874777112611
"20260130_053",5379.42944,"2026-01-30","D","T21",2,"T21_D_2",2.5,0.0001028935915862,5,-3.98761167310364
"20260130_054",4482.78952,"2026-01-30","D","T21",3,"T21_D_3",2.5,7.9550167866706e-05,5,-4.09935889956853
"20260130_055",5434.79024,"2026-01-30","L","T24",1,"T24_L_1",2.5,5.40719369666463e-05,5,-4.26702807283497
"20260130_056",3449.38792,"2026-01-30","T","T24",1,"T24_T_1",2.5,5.08818122902189e-05,5,-4.2934374285384
"20260130_057",354.7192,"2026-01-30","C","T24",1,"T24_C_1",2.5,6.46519431703404e-05,5,-4.18941841748933
"20260130_058",25.63,"2026-01-30","S","T24",3,"T24_S_3",2.5,3.57143216924917e-05,5,-4.44715759383862
"20260130_059",25.63,"2026-01-30","S","T24",2,"T24_S_2",2.5,1.75140168813516e-07,5,-6.75661423602184
"20260130_060",858.50248,"2026-01-30","P","T24",2,"T24_P_2",2.5,0.00014702760670105,5,-3.83260111210721
"20260130_061",4317.93736,"2026-01-30","T","T24",2,"T24_T_2",2.5,6.80438099355949e-05,5,-4.16721137719232
"20260130_062",1028.68568,"2026-01-30","P","T24",1,"T24_P_1",2.5,0.0001679578319388,5,-3.77479974003012
"20260130_063",337.08576,"2026-01-30","C","T24",3,"T24_C_3",2.5,6.08105744333736e-05,5,-4.2160208941031
"20260130_064",4118.43344,"2026-01-30","D","T24",2,"T24_D_2",2.5,6.60359996770492e-05,5,-4.18021924326515
"20260130_065",4919.52472,"2026-01-30","L","T24",3,"T24_L_3",2.5,4.60074158146388e-05,5,-4.33717215988802
"20260130_066",3865.61912,"2026-01-30","D","T24",3,"T24_D_3",2.5,6.62128459942442e-05,5,-4.17905774465105
"20260130_067",3228.96992,"2026-01-30","T","T24",3,"T24_T_3",2.5,5.32713848622699e-05,5,-4.27350601299132
"20260130_068",3679.23776,"2026-01-30","D","T24",1,"T24_D_1",2.5,6.0846979552273e-05,5,-4.21576097530307
"20260130_069",4503.49856,"2026-01-30","L","T24",2,"T24_L_2",2.5,4.39505814117359e-05,5,-4.35703537537432
"20260130_070",1124.43936,"2026-01-30","P","T24",3,"T24_P_3",2.5,0.00019084996059854,5,-3.71930792537607
"20260130_071",25.63,"2026-01-30","S","T24",1,"T24_S_1",2.5,0.00018006258510216,5,-3.74457651911684
"20260130_072",427.09832,"2026-01-30","C","T24",2,"T24_C_2",2.5,8.20589169575026e-05,5,-4.08587421930287
"20260130_073",30.14088,"2026-01-30","C","T27",1,"T27_C_1",2.5,3.13877613863161e-06,5,-5.50323965761117
"20260130_074",5400.54856,"2026-01-30","D","T27",3,"T27_D_3",2.5,8.07752851163732e-05,5,-4.09272150035768
"20260130_076",5406.08464,"2026-01-30","L","T27",2,"T27_L_2",2.5,4.55357328924874e-05,5,-4.34164766911116
"20260130_078",4485.86512,"2026-01-30","D","T27",2,"T27_D_2",2.5,6.9272762609926e-05,5,-4.15943749227766
"20260130_079",5193.04808,"2026-01-30","T","T27",2,"T27_T_2",2.5,3.84892864651059e-05,5,-4.41466014001322
"20260130_080",1295.44272,"2026-01-30","P","T27",3,"T27_P_3",2.5,0.0001983159995869,5,-3.7026422467024
"20260130_083",1120.95368,"2026-01-30","P","T27",2,"T27_P_2",2.5,0.00015474835305533,5,-3.8103739643614
"20260130_084",25.63,"2026-01-30","C","T27",2,"T27_C_2",2.5,1.09112825474505e-06,5,-5.96212419803281
"20260130_085",6447.89288,"2026-01-30","T","T27",1,"T27_T_1",2.5,4.94680472606489e-05,5,-4.30567523296841
"20260130_086",4170.5136,"2026-01-30","D","T27",1,"T27_D_1",2.5,6.24391592160097e-05,5,-4.20454295362861
"20260130_087",4279.59488,"2026-01-30","L","T27",3,"T27_L_3",2.5,3.8956149739756e-05,5,-4.40942397349283
"20260130_088",5379.83952,"2026-01-30","L","T27",1,"T27_L_1",2.5,4.42853696063961e-05,5,-4.35373972634243
"20260130_089",729.32728,"2026-01-30","P","T27",1,"T27_P_1",2.5,0.00011044256528585,5,-3.95686351441461
"20260130_090",5043.36888,"2026-01-30","T","T27",3,"T27_T_3",2.5,3.70927044112573e-05,5,-4.43071150131501
"20260130_003",5,"2026-01-30","S","T15",1,"T15_S_1",2.5,0,5,-Inf
"20260130_015",5,"2026-01-30","S","T15",2,"T15_S_2",2.5,0,5,-Inf
"20260130_019",5,"2026-01-30","S","T18",2,"T18_S_2",2.5,0,5,-Inf
"20260130_020",5,"2026-01-30","S","T18",1,"T18_S_1",2.5,0,5,-Inf
"20260130_024",5,"2026-01-30","S","T18",3,"T18_S_3",2.5,0,5,-Inf
"20260130_075",5,"2026-01-30","S","T27",2,"T27_S_2",2.5,0,5,-Inf
"20260130_077",5,"2026-01-30","S","T27",1,"T27_S_1",2.5,0,5,-Inf
"20260130_081",20,"2026-01-30","C","T27",3,"T27_C_3",2.5,0,5,-Inf
"20260130_082",5,"2026-01-30","S","T27",3,"T27_S_3",2.5,0,5,-Inf
"20260202_002",7879.6872,"2026-02-02","D","T15",3,"T15_D_3",2.5,0.00011456733812872,8,-3.9409391772399
"20260202_004",589.28496,"2026-02-02","P","T15",2,"T15_P_2",2.5,0.00013898637984775,8,-3.85702775691704
"20260202_005",8045.15448,"2026-02-02","D","T15",1,"T15_D_1",2.5,0.00013011763355506,8,-3.88566384381721
"20260202_006",3724.34656,"2026-02-02","T","T15",1,"T15_T_1",2.5,6.15496989272368e-05,8,-4.21077406709594
"20260202_007",393.47176,"2026-02-02","C","T15",2,"T15_C_2",2.5,5.81274936374504e-05,8,-4.23561840270836
"20260202_008",490.66072,"2026-02-02","C","T15",1,"T15_C_1",2.5,7.05031967072108e-05,8,-4.15179119108197
"20260202_009",409.66992,"2026-02-02","P","T15",1,"T15_P_1",2.5,9.00771574432497e-05,8,-4.04538532726837
"20260202_010",4949.25552,"2026-02-02","L","T15",3,"T15_L_3",2.5,4.88854725252496e-05,8,-4.31082018258377
"20260202_011",6656.41856,"2026-02-02","L","T15",1,"T15_L_1",2.5,6.64667539416204e-05,8,-4.17739553048817
"20260202_012",662.89432,"2026-02-02","C","T15",3,"T15_C_3",2.5,8.6206370144812e-05,8,-4.06446064117617
"20260202_013",647.31128,"2026-02-02","P","T15",3,"T15_P_3",2.5,0.00013872177786582,8,-3.85785535389059
"20260202_014",2832.42256,"2026-02-02","T","T15",2,"T15_T_2",2.5,4.73900189085013e-05,8,-4.32431311801813
"20260202_016",4450.80328,"2026-02-02","T","T15",3,"T15_T_3",2.5,6.6624700126647e-05,8,-4.17636473269161
"20260202_017",6732.28336,"2026-02-02","D","T15",2,"T15_D_2",2.5,0.00010058989433376,8,-3.99744564806276
"20260202_018",6312.77152,"2026-02-02","L","T15",2,"T15_L_2",2.5,6.07813935410874e-05,8,-4.21622934702892
"20260202_020",30.3839516129032,"2026-02-02","S","T18",1,"T18_S_1",2.5,7.88392449414171e-05,8,-4.1032575436943
"20260202_021",6682.86872,"2026-02-02","D","T18",2,"T18_D_2",2.5,9.53852653756602e-05,8,-4.02051870768871
"20260202_022",822.00536,"2026-02-02","P","T18",2,"T18_P_2",2.5,0.00015897503600189,8,-3.79867106799291
"20260202_023",6410.5756,"2026-02-02","L","T18",2,"T18_L_2",2.5,5.77101573784846e-05,8,-4.23874774134696
"20260202_025",4286.15616,"2026-02-02","T","T18",3,"T18_T_3",2.5,5.68887583594648e-05,8,-4.24497354493705
"20260202_026",386.91048,"2026-02-02","C","T18",3,"T18_C_3",2.5,3.00765946166122e-05,8,-4.52177133772589
"20260202_027",824.67088,"2026-02-02","P","T18",1,"T18_P_1",2.5,0.00015574922030894,8,-3.8075741187707
"20260202_028",4811.87872,"2026-02-02","L","T18",1,"T18_L_1",2.5,4.16486048014059e-05,8,-4.38039954256931
"20260202_029",285.41568,"2026-02-02","C","T18",2,"T18_C_2",2.5,3.68323735389979e-05,8,-4.43377029358943
